index,department,organization,notice,company,part,apply_start,apply_end,object,overview,tag,filename,budget,deadline
729,전라북도,전라북도콘텐츠융합진흥원,[전북] 2022년 지역인재 인턴십 지원사업 공고,중소기업,인력,2022-04-07,2022-04-22,고용유지,"전라북도 내 콘텐츠 분야의 현장ㆍ실무형 인력 양성을 통한 인적 인프라 강화 및 고용 일자리 창출을 위해 신규 인턴에 대한 인건비 일부를 지원해 드리는 사업입니다.☞ 전라북도 도내 기업으로 문화콘텐츠산업 ☞ 기업당 최대 14,000,000원 지원","인력,경영,전북,콘텐츠,전라북도,2022,인프라,인력양성,전라북도콘텐츠융합진흥원,인턴,고용일자리",2022 지역인재 인턴십 지원사업 공고문.hwp,"14,000,000원",모집종료
730,경상북도,경상북도경제진흥원,[경북] 2022년 2차 중소기업 디자인 분야 청년 일자리 지원사업 추가모집 공고(지역주도형 청년일자리사업),중소기업,인력,2022-04-06,2022-04-15,국내전문인력,중소기업의 경쟁력 강화와 지역 디자인 전공 청년 일자리 창출을 위해 디자인 전문 인력을 채용한 기업을 대상으로 인건비를 지원해 드리는 사업입니다.☞ 디자인 전문인력이 필요한 경북 소재 중소제조기업 ☞ 청년 1인 당 최대 월 180만원,"인력,경북,중소기업,제조업,2022,경상북도,청년,경상북도경제진흥원,디자인,인건비,채용",중소기업 디자인 분야 청년 일자리 지원사업 추가 모집공고(2차).hwp,1인당 월 180만원,모집종료
731,과학기술정보통신부,한국여성과학기술인육성재단,2022년 상반기 여성과학기술인 R&D 경력복귀 지원사업 연장 공고,중소기업,인력,2022-03-25,2022-04-17,국내일반인력,"출산, 육아 등으로 인한 경력단절 여성과학기술인의 채용 및 연구개발 참여를 위한 연구비 및 교육ㆍ멘토링을 지원해 드리는 사업입니다.☞ 경력단절 여성과학기술인을 활용하고자 하는 과학기술분야 연구기관☞ 학ㆍ석사 2,100만원 / 박사 2,300만원 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,교육,멘토링,2022,여성,과학기술정보통신부,경력단절,한국여성과학기술인육성재단,채용,여성과학기술인",2022년 여성과학기술인 R&D 경력복귀지원사업 공고문(연장).hwp,"2,100만원",모집종료
732,환경부,한국환경산업기술원,2022년 환경일자리 으뜸기업 신청 공고,중소기업,인력,2022-04-04,2022-04-29,작업환경개선,"신규 일자리를 활발히 창출하는 환경기업을 발굴하여 양질의 일자리 창출 및 근무여건 개선을 도모하고자 환경부장관 표창, 근로환경개선금 등을 지원해 드리는 사업입니다.☞ 환경산업을 영위하는 환경산업체☞ 환경부장관 표창 및 근로환경개선금 등 지원","인력,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2022,일자리,환경부,한국환경산업기술원,환경기업,환경산업체,표창,환경부장관",2022 환경일자리 으뜸기업 공고문.hwp,"컨설팅, 인력 등 지원",모집종료
733,부산광역시,부산섬유패션산업연합회,[부산] 2022년 의류제조업체 작업환경 개선지원사업 참여업체 모집 공고,중소기업,인력,2022-04-11,2022-05-12,고용유지,부산 의류봉제업계의 일감증대 및 자생력 강화를 위해 생산기반 개선을 위한 비용을 지원해 드리는 사업입니다.☞ 부산소재 의류제조업체(사업자등록증 보유 필수) ☞ 업체당 최대 5백만원 한도 내 지원,"인력,부산,제조업,2022,부산광역시,의류,개선,부산섬유패션산업연합회,봉제,의류제조업체,작업환경",2022  「의류제조업체 작업환경 개선 지원사업」 참여업체 모집공고.pdf,5백만원,모집종료
734,고용노동부,직접수행,2022년 고용노동부 노동전환 고용안정 협약지원금 지원사업 시행 공고,중소기업,인력,2022-04-04,2022-12-31,고용유지,예산 소진으로 조기마감,"인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,교육,2022,직접수행,고용노동부,고용안정,디지털,저탄소,노동전환,고용유지,복리후생",2022년 고용노동부 노동전환 고용안정 협약지원금 지원사업 시행 공고.pdf,"컨설팅, 인력 등 지원",모집종료
735,고용노동부,직접수행,2022년 고용노동부 노동전환 고용안정 지원금 지원사업 시행 공고,중소기업,인력,2022-04-04,2022-12-31,고용유지,예산 소진으로 조기마감,"인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,교육,2022,직접수행,고용노동부,디지털,저탄소,직무전환,노동전환",2022년 고용노동부 노동전환 고용안정 지원금 지원사업 시행 공고.pdf,"컨설팅, 인력 등 지원",모집종료
736,대전광역시,대전정보문화산업진흥원,[대전] 2022년 콘텐츠 특화 JOB매칭 신규인력 지원사업 참가기업 모집 공고,중소기업,인력,2022-04-14,2022-05-11,국내일반인력,대전 내 콘텐츠 기업의 구인난 해소와 신규 인력을 창출하고자 신규 채용한 대전 콘텐츠 기업을 대상으로 인건비를 지원해 드리는 사업입니다.☞ 신규 채용한 대전 내 콘텐츠 기업 ☞ 신규 채용인력 인건비 일부(6개월×180만원) 지원,"인력,대전,콘텐츠,2022,대전광역시,대전정보문화산업진흥원,인건비,채용,신규",2022년 콘텐츠 특화 JOB매칭 신규인력 지원사업 참가기업 모집 안내서.hwp,180만원,모집종료
737,대구광역시,직접수행,[대구] 2022년 2차 (예비)사회적기업 일자리창출사업 참여기업 모집 공고,사회적기업,인력,2022-04-01,2022-04-18,고용유지,"취약계층에게 안정적 일자리 및 사회서비스 제공 등 사회적 가치를 실현하는 (예비)사회적기업을 사회적기업으로 육성하고자 일자리창출사업 참여기업 신규선정 및 재심사ㆍ재참여를 통해 인건비를 지원해 드리는 사업입니다.☞ 대구광역시 내 고용노동부 장관이 인증한 사회적기업, 지역형ㆍ부처형 예비사회적기업☞ 최저임금 수준의 참여근로자 인건비와 사업주가 부담하는 사회보험료의 일부 지원","금융,인력,경영,대구,2022,일자리창출,대구광역시,4대보험,인건비,(예비)사회적기업",2022년 제2차 (예비)사회적기업 일자리창출사업 참여기업 모집 공고문.hwp,사회보험료 일부,모집종료
738,대구광역시,중소벤처기업진흥공단대구지역본부,[대구] 2022년 청년재직자 그린 내일채움공제 사업주 부담금 지원사업 모집 공고,벤처기업,인력,예산 소진시까지,-,고용유지,조기종료 자동처리,"인력,대구,2022,중소,청년,대구광역시,중견,중소벤처기업진흥공단,내일채움공제",2022년 청년재직자 그린 내일채움공제 사업주 부담금 지원사업 모집 공고.pdf,"컨설팅, 인력 등 지원",모집종료
739,경상북도,경상북도경제진흥원,[경북] 2022년 청년일자리창출 우수기업 지원사업 신청기업 모집 공고,중소기업,인력,예산 소진시까지,-,고용유지,조기종료 자동처리,"인력,경북,중소기업,제조업,2022,경상북도,청년,경상북도경제진흥원",2022년 청년일자리창출 우수기업 지원사업 신청기업 모집 공고문.hwp,"컨설팅, 인력 등 지원",모집종료
740,경상북도,경상북도경제진흥원,[경북] 김천시 2022년 중소기업 기숙사 임차비 지원사업 참여기업 모집 공고,중소기업,인력,2022-04-01,2022-04-15,작업환경개선,"중소기업들의 근로환경 개선을 통한 고용률 증가 및 지역경제 활성화를 위해 기숙사 임차비를 지원해 드리는 사업입니다.☞ 경북 김천시 소재로 관내 아파트, 빌라, 공동주택 등을 임차하여 기숙사로 사용하는 중소기업 ☞ 기숙사 임차비(월세) 80% 지원","인력,경북,중소기업,2022,경상북도,경상북도경제진흥원,임차비,기숙사,김천시,월세",김천시 중소기업 기숙사 임차비 지원사업 참여기업 모집 공고.hwp,"컨설팅, 인력 등 지원",모집종료
741,대전광역시,대전정보문화산업진흥원,[대전] 2022년 특수영상 개발 전문가 양성 및 취업 지원운영 사업 공고,중소기업,인력,2022-04-01,2022-04-22,국내전문인력,"특수영상 분야 전문인력 양성 및 지역 일자리ㆍ고용창출에 이바지하고자 특수영상 교육과정 개설ㆍ운영에 필요한 비용을 지원해 드리는 사업입니다.☞ 특수영상 교육과정 개설ㆍ교육이 가능한 기업, 학교 등 / 1개 사업자 ☞ 최대 280백만원 지원","인력,경영,대전,교육,2022,대전광역시,대전정보문화산업진흥원,특수영상,개설",2022년 특수영상 개발 전문가 양성 및 취업 지원운영 사업 공고문.hwp,280백만원,모집종료
742,제주특별자치도,제주경제통상진흥원,[제주] 2022년 (예비)사회적기업 전문인력 지원사업 신규 참여기업 모집 공고,사회적기업,인력,2022-04-01,2022-04-20,국내전문인력,"제주 도내에 소재한 제주형 예비사회적기업, 부처형 예비사회적기업, 인증 사회적기업을 대상으로 경쟁력 강화를 위해 전문인력 채용시 인건비 일부를 지원해 드리는 사업입니다.☞ 제주 도내에 소재한 제주형 예비사회적기업, 부처형 예비사회적기업, 인증 사회적기업☞ 월 200만원(또는 250만원) 한도 내 지원","인력,제주,사회적기업,예비사회적기업,2022,제주특별자치도,인건비,제주경제통상진흥원,전문인력",2022년 (예비)사회적기업 전문인력 지원사업 신규참여기업 모집 공고(안).hwp,월 200만원,모집종료
743,전라북도,한국전자기술연구원,[전북] 2022년 농생명 빅데이터 전문가 활용 지원사업 모집 공고(빅데이터기반 스마트팜 SW융합 서비스 플랫폼 구축사업),중소기업,인력,2022-04-01,2022-04-22,고용유지,"전북 지역 농생명 ICTㆍSW기업의 기술력 확보 및 경쟁력 강화를 도모하고자 농생명 데이터 취득 관리 데이터 분석 데이터 가공 가시화 등을 위한 빅데이터 분야의 전문가 활용 솔루션을 지원해 드리는 사업입니다.☞ 전북 지역 농생명 ICTㆍSW기업☞ 빅데이터 전문가 기술 자문, 기업별 최대 2회 지원","기술,경영,전북,전라북도,2022,컨설팅,전문가,빅데이터,ICT,SW,자문,전문인력,솔루션,한국전자기술연구원",2022년 농생명 빅데이터 전문가 활용 지원사업 모집 공고.pdf,"컨설팅, 인력 등 지원",모집종료
744,대구광역시,대구테크노파크,[대구] 2022년 지역 과학기술기반 연구산업 고급일자리 양성사업 참여기업 모집 공고,중소기업,인력,2022-03-30,2022-04-15,국내전문인력,대구 지역 내 연구산업 양적 성장을 유도하고 지역 연구산업의 혁신 생태계 조성을 위해 전문 인력 신규 채용시 인건비 일부를 지원해 드리는 사업입니다.☞ 전문연구사업자 신고 기업 및 신고 희망 기업☞ 월 최대 지원금 160만원 지원,"인력,경영,대구,2022,대구광역시,인건비,전문인력,대구테크노파크,전문연구사업자",2022년 지역 과학기술기반 연구산업 고급일자리 양성사업 참여기업 모집공고.pdf,월 160만원,모집종료
745,경상남도,경남여성새로일하기센터,[경남] 2022년 경력단절예방지원사업 여성친화 기업환경개선사업 모집 공고,중소기업,인력,2022-03-28,2022-04-10,국내일반인력,"경남 지역경제 활성화 및 여성 일자리 창출과 지속적인 고용 유지를 위해 시설환경개선 및 물품 구입 등을 지원해 드리는 사업입니다.☞ 경남지역 5인 이상 300인 미만 사업장 ☞ 여성화장실, 여성휴게실(수유실), 사무공간 등 시설환경개선, 물품 구입 등 지원","인력,경영,경남,2022,여성,경상남도,경남여성새로일하기센터,시설환경개선,물품구입",(경남광역새일센터)여성친화기업환경개선사업모집공고.hwp,"컨설팅, 인력 등 지원",모집종료
746,서울특별시,서울경제진흥원,[서울] 2022년 기업 온택트 채용관 참여기업 모집 공고,중소기업,인력,2022-03-30,2022-04-13,국내일반인력,"서울 중소기업의 인력 채용 비용 절감 및 인재 매칭률 제고에 기여하고자 취업 플랫폼 '사람인' 연계 서울기업 온택트 채용관 운영을 통해 채용기업 상세페이지 제작, 채용 광고, 인재검색 서비스 등을 제공해 드리는 사업입니다.☞ 서울 소재 금년도 신규 채용 계획이 있는 중소기업☞ AI 채용 솔루션 'MUST' 제공, 채용 우수기업 추가 인센티브 등 지원","인력,내수,서울,2022,서울산업진흥원,서울특별시,채용,사람인,온택트,인재검색",2022년 기업 온택트 채용관 참여기업 모집 공고.hwp,"컨설팅, 인력 등 지원",모집종료
747,대전광역시,대전테크노파크,[대전] 2022년 소셜벤처 서밋 청년일자리 지원사업 기업 모집 공고,벤처기업,인력,2022-03-28,2022-04-08,국내일반인력,"청년의 지역 정착 유도 및 지역경제구조 전환·성장지원을 위해 대전형 소셜벤처 성장단계 기업에게 정규직 인건비를 지원해 드리는 사업입니다.☞ 대전형 소셜벤처 성장단계 기업(10년이내 기업 한정) ☞ 청년인재 신규채용 1인당 연 2,400백만원 최대 2년간 지원","인력,경영,대전,소셜벤처,2022,대전테크노파크,대전광역시,청년,벤처기업,인건비,정규직",공고문소셜벤처_서밋_청년일자리_지원사업_참여기업_모집_안내.pdf,"1인당 2,400백만원",모집종료
748,제주특별자치도,직접수행,[제주] 2022년 청년동행 고용우수기업 인증계획 공고,중소기업,인력,2022-03-25,2022-04-15,국내일반인력,제주 지역 내 일자리 창출 환경조성에 앞장서는 우수기업을 발굴 및 육성하고자 청년동행 고용우수기업 인증 및 인센티브를 지원해 드리는 사업입니다.☞ 제주특별자치도에서 2년 이상 운영하고 있는 상시근로자 10인 이상의 중소기업 ☞ 청년동행 고용우수기업 인증 및 청년ㆍ기업 지원,"인력,내수,경영,제주,중소기업,2022,고용,청년,제주특별자치도",2022년 청년동행 고용우수기업 인증계획 공고문.hwp,"컨설팅, 인력 등 지원",모집종료
749,과학기술정보통신부,한국여성과학기술인지원센터,2022년 상반기 과학기술분야 R&D 대체인력 활용 지원사업 연장 공고,중소기업,인력,2022-03-14,2022-04-17,교육/훈련/연수,"과학기술분야 일ㆍ가정 양립지원 제도 활용 및 정착을 위해 출산 및 육아 휴직자의 업무공백으로 인한 대체인력 채용 시 인건비 및 교육훈련을 지원해 드리는 사업입니다.☞ R&D분야 재직자 중 출산, 육아 등의 사유로 3개월 이상 휴직(예정)자 또는 근로시간 단축제도 사용(예정)자가 있는 과학기술분야 연구기관☞ 학사ㆍ석사 최대 2,100만원 / 박사 최대 2,300만원 인건비 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2022,과학기술정보통신부,연구기관,기관,육아휴직,대체인력,한국여성과학기술인지원센터",2022년 과학기술분야 R&D 대체인력 활용 지원사업 상반기 공고(연장).pdf,"2,100만원",모집종료
750,부산광역시,부산경제진흥원,[부산] 2022년 신발기업 디지털 전환(DX) 전문인력 지원사업 참여기업 모집 공고,중소기업,인력,2022-03-25,2022-07-29,고용유지,"부산지역 내 신발기업 대상으로 기업의 실질적인 경영활동과 고용안정을 위해 신규 고용 창출 및 디지털 판로 개척, 시제품개발, 제품 성능평가 등을 지원해 드리는 사업입니다.☞ 부산지역 내 신발기업 ☞ 디지털(온ㆍ오프라인) 판로 개척, 시제품개발, 제품 성능평가 등 지원","인력,내수,경영,부산,2022,부산광역시,부산경제진흥원,신발기업",[공고문]_2022년_신발기업_디지털_전환_전문인력_지원사업_참여기업_모집.hwp,"컨설팅, 인력 등 지원",모집종료
751,서울특별시,서울시50플러스재단,[서울] 2022년 50+인턴십 사회적경제인턴십 참가기업 모집 공고,사회적기업,인력,2022-03-22,2022-04-04,교육/훈련/연수,"서울 소재 사회적경제기업을 대상으로 경험과 전문성이 있는 50+세대의 경력전환과 지속가능한 일활동을 위해 참여자 활동비, 교육, 단체상해보험 등을 지원해 드리는 사업입니다.☞ 서울시 소재 사회적경제기업☞ 참여자 활동비, 교육, 단체상해보험 등 지원","인력,경영,서울,사회적기업,2022,서울특별시,사회적경제기업,서울시50플러스",2022년 서울50+인턴십 사회적경제인턴십 참여기업 모집 공고문.pdf,"컨설팅, 인력 등 지원",모집종료
752,경상남도,직접수행,[경남] 전세버스기사 소득안정자금 지원사업 시행 재공고,중소기업,인력,2022-04-04,2022-04-15,고용유지,경남 지역 내 코로나19로 인해 승객수요 감소로 소득이 감소한 전세버스 기사에게 소득안정자금을 지원해 드리는 사업입니다.☞ 경남 지역 코로나19로 인해 매출이 감소한 전세버스업체에 소속된 운전기사☞ 150만원 일시 지급,"인력,경남,2022,코로나19,경상남도,지원금,전세버스,운전기사",전세버스기사 소득안정자금 지원사업 시행 재공고.hwp,150만원,모집종료
753,경상남도,직접수행,[경남] 시내ㆍ마을버스 비공영제 및 시외ㆍ고속버스 기사 한시 지원사업 시행 공고,중소기업,인력,2022-04-04,2022-04-15,고용유지,경남 지역 내 코로나19로 인해 승객수요 감소로 소득이 감소한 노선버스 기사에게 한시적 지원금을 드리는 사업입니다.☞ 경남 지역 코로나19로 인해 매출이 감소한 비공영제 노선을 운행하는 노선버스 기사☞ 150만원 일시 지급,"인력,경남,2022,코로나19,경상남도,시내버스,마을버스,시외버스,고속버스",시내ㆍ마을버스 비공영제 및 시외ㆍ고속버스 기사 한시 지원사업 시행 공고.hwp,150만원,모집종료
754,경상북도,경상북도경제진흥원,[경북] 2022년 중소기업 디자인 분야 청년 일자리 지원사업 추가모집 공고(지역주도형 청년일자리사업),중소기업,인력,2022-03-23,2022-03-31,국내전문인력,중소기업의 경쟁력 강화와 지역 디자인 전공 청년 일자리 창출을 위해 디자인 전문 인력을 채용한 기업을 대상으로 인건비를 지원해 드리는 사업입니다.☞ 디자인 전문인력이 필요한 경북 소재 중소제조기업 ☞ 청년 1인 당 최대 월 180만원 지원,"인력,경영,경북,중소기업,제조업,2022,경상북도,경상북도경제진흥원,인건비",중소기업 디자인 분야 청년 일자리 지원사업 추가 모집공고.hwp,1인당 월 180만원,모집종료
755,인천광역시,인천테크노파크,[인천] 2022년 2차 지역전략산업 청년일자리 지원사업 참여기업 모집 공고,중소기업,인력,2022-03-21,2022-04-08,국내일반인력,"인천 지역 청년일자리 확대 및 지역특화산업 활성화를 위하여 미래新산업ㆍ뉴딜연계 지역특화 분야 육성ㆍ혁신 성장 직무 분야에 미취업 청년 채용 시 인건비를 지원해 드리는 사업입니다.☞ 인천 소재 인천형 뉴딜, 전략산업 관련 기업☞ 청년근로자 1인당 월 180만원 지원","인력,인천,2022,인천광역시,인천테크노파크,인건비,미래신산업,청년일자리,뉴딜,지역전략산업",2022년_인천_지역전략산업_청년일자리_지원사업_추가모집_공고문.pdf,1인당 월 180만원,모집종료
756,대전광역시,대전일자리경제진흥원,[대전] 2022년 노사상생모델 좋은일터 조성사업 참여기업 추가모집 공고,중소기업,인력,2022-03-21,2022-03-31,작업환경개선,"대전 지역 중소기업의 일하기 좋은 근로환경 및 직장문화와 고용환경 개선, 양질의 일자리 조성을 위해 사업이행에 소요되는 비용을 지원해 드리는 사업입니다. ☞ 대전 소재 근로자 수 10~50인 이상인 3년 이상의 정주 기업 ☞ 사업비 20~50백만원 및 추가지원금 차등 지급 지원","경영,대전,2022,대전광역시,대전일자리경제진흥원,근로환경,직장문화조성,노사상생모델,좋은일터,사업이행비",2022년 노사상생모델 좋은일터 조성사업 참여기업 추가모집 공고.pdf,50백만원,모집종료
757,대구광역시,대구테크노파크,[대구] 2022년 혁신전문인력 채용지원사업 참여기업 모집 공고,중소기업,인력,2022-03-23,2022-04-01,국내전문인력,"대구 지역 중소ㆍ중견기업의 일자리창출 및 혁신역량 강화를 위해 혁신전문인력 채용시 인건비를 지원해 드리는 사업입니다.☞ 대구 소재의 고용보험법 상 피보험자 수 5인 이상인 중소ㆍ중견기업☞ 1인당 연간 1,500만원 지원","기술,인력,대구,중소기업,2022,대구광역시,중견,대구테크노파크",2022년 혁신전문인력 채용지원사업 참여기업 모집 공고문.hwp,"1인당 1,500만원",모집종료
758,대구광역시,대구경북디자인진흥원,[대구] 2022년 신산업 혁신인재 채용 토털지원사업 채용약정형 사업화 콘텐츠 개발지원 참여기업 모집 공고,중소기업,인력,2022-03-18,2022-04-11,교육/훈련/연수,"대구 신산업 및 도시형산업군 분야 기업 고용 활성화와 안정화를 위해 채용약정형 인력양성을 통한 교육이수자 외 추가 고용계획이 있는 기업을 대상으로 사업화 콘텐츠 개발을 지원해 드리는 사업입니다.☞ 채용약정형 인력양성을 통해 교육이수자 채용 및 추가 고용계획이 있는 대구지역 기업 ☞ 과제당 10,000천원 내외 지원","인력,경영,대구,중소기업,2022,대구경북디자인진흥원,대구광역시,디지털디자인,신사업",2022년 신산업 혁신인재 채용 토털지원사업 채용약정형 사업화 콘텐츠 개발지원 참여기업 모집 공고문.pdf,"10,000천원",모집종료
759,광주광역시,직접수행,[광주] 노사관계 발전 협력 활성화 지원사업 모집 공고,중소기업,인력,2022-04-04,2022-04-06,교육/훈련/연수,"광주 소재 기관 및 단체의 노사관계 발전 협력 활성화를 도모하고자 포럼ㆍ토론회, 교육 등을 지원해 드리는 사업입니다.☞ 광주광역시 소재 노동조합, 단체, 법인 등☞ 기업간 상생 발전 방안 토론회, 산업안전보건 교육 등 지원 ","인력,경영,광주,교육,2022,광주광역시,토론회,노사관계,노동조합,갈등예방",노사관계 발전 협력 활성화 지원사업 모집 공고.hwp,"컨설팅, 인력 등 지원",모집종료
760,과학기술정보통신부,한국여성과학기술인육성재단,2022년 바이오ㆍ의약 R&D 분석연구 전문교육 교육생 모집 공고(바이오ㆍ의약 직군 훈련형 복귀지원),중소기업,인력,2022-03-07,2022-04-03,국내일반인력,여성과학기술인 누수 방지 및 활용률 제고하고자 경력단절 여성과학기술인을 대상으로 R&D산업 맞춤형 직군 훈련 교육을 지원해 드리는 사업입니다.☞ 바이오ㆍ의약 분야 구직열의 높은 복귀 희망 미취업 및 경력단절 여성과학기술인 ☞ 바이오ㆍ의약 R&D분야 수요대응형 주요 7개 분석기기 실습 및 실험 교육 지원,"인력,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,교육,2022,바이오,과학기술정보통신부,경력단절,한국여성과학기술인육성재단,여성과학기술인,의약",2022년 바이오ㆍ의약 R&D 분석연구 전문교육 교육생 모집 공고.jpg,"컨설팅, 인력 등 지원",모집종료
761,과학기술정보통신부,한국여성과학기술인육성재단,2022년 상반기 여성과학기술인 R&D 경력복귀 지원사업 공고,중소기업,인력,2022-03-14,2022-03-31,국내일반인력,"출산, 육아 등으로 인한 경력단절 여성과학기술인의 채용 및 연구개발 참여를 위한 연구비 및 교육ㆍ멘토링을 지원해 드리는 사업입니다.☞ 경력단절 여성과학기술인을 활용하고자 하는 과학기술분야 연구기관☞ 학ㆍ석사 2,100만원 / 박사 2,300만원 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,교육,멘토링,2022,과학기술정보통신부,경력단절,한국여성과학기술인육성재단",2022년 여성과학기술인 R&D 경력복귀 지원사업 모집 공고문.hwp,"2,100만원",모집종료
762,과학기술정보통신부,한국여성과학기술인지원센터,2022년 상반기 과학기술분야 R&D 대체인력 활용 지원사업 공고,중소기업,인력,2022-03-14,2022-03-31,고용유지,재공고 등록,"인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2022,과학기술정보통신부,연구기관,기관,육아휴직,대체인력,한국여성과학기술인지원센터",2022년 과학기술분야 R&D 대체인력 활용 지원사업 공고.pdf,"컨설팅, 인력 등 지원",모집종료
763,광주광역시,직접수행,[광주] 서구 2022년 여성의 경력 언제나 W-ink 캠페인 참여기업 모집 공고,중소기업,인력,2022-03-21,2022-04-01,국내일반인력,"광주광역시 서구 내 중소기업의 여성 경력단절 예방의 중요성과 사회적 관심 제고를 도모하고자 경력단절 예방 캠페인, 커피 차 푸드트럭 등을 지원해 드리는 사업입니다.☞ 광주광역시 서구 관내 150인 이하 중소기업☞ 찾아가는 커피 차 푸드 트럭 무료 지원","인력,경영,광주,2022,광주광역시,서구,경력단절,일가정양립지원본부,서구여성새로일하기센터",2022년 여성의 경력 언제나 W-ink 캠페인 참여기업 모집 공고.hwp,"컨설팅, 인력 등 지원",모집종료
764,광주광역시,광주그린카진흥원,[광주] 2022년 자동차 부품기업 대상 청년일자리 지원사업 참여기업 모집 통합 공고(지역주도형 청년일자리사업),중소기업,인력,2022-03-24,2022-03-30,국내일반인력,광주 소재 자동차 부품기업의 경쟁력 강화와 청년 실업 해소 및 지역 우수 인재 역외유출 방지를 위해 청년근로자 채용시 인건비 일부를 지원해 드리는 사업입니다.☞ 광주광역시를 소재로 하는 자동차 전후방기업 및 연관기업 ☞ 월 최대 160만원 인건비 지원,"인력,경영,광주,중소기업,2022,광주광역시,자동차,광주그린카진흥원,지역주도형,청년일자리",[광주] 2022년 자동차 부품기업 대상 청년일자리 지원사업 참여기업 모집 통합 공고문.hwp,월 160만원,모집종료
765,문화체육관광부,한국드라마제작사협회,2022년 방송제작현장 안전교육 및 응급의료 지원사업 모집 공고,중소기업,인력,예산 소진시까지,-,고용유지,조기종료 자동처리,"인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,방역,2022,코로나19,문화체육관광부,안전교육,한국드라마제작사협회,방송제작,응급의료",방송제작현장 안전교육 및 응급의료 지원사업 공고.pdf,"컨설팅, 인력 등 지원",모집종료
766,서울특별시,기초자치단체,[서울] 강남구 2022년 혁신성장형 풀스택 웹 개발자 양성사업 참여기업 모집 공고(지역주도형 청년일자리사업),중소기업,인력,2022-03-14,2022-03-25,국내일반인력,"서울시 강남구 지역 중소기업을 대상으로 디지털전환 등 산업 구조 변화로 비대면 수요가 증가함에 따라 IT개발 직무 분야에 미취업 청년을 정규직으로 채용 시 고용장려금, 직무교육비 등을 지원해 드리는 사업입니다.☞ 서울시 강남구 소재 상시근로자 5인 이상 중소기업☞ 고용장려금(월 180만원, 최대 4개월) 및 직무교육비(인당 300만원 한도) 지원","인력,서울,2022,서울특별시,IT,개발,인력양성,강남구,풀스택,고용장려금,직무교육비",강남구 2022년 혁신성장형 풀스택 웹 개발자 양성사업 참여기업 모집 공고.hwp,월 180만원,모집종료
767,산업통상자원부,한국디자인진흥원,2022년 제조기업 디자인인력지원사업 기업ㆍ인력 모집 공고,중소기업,인력,2022-02-28,2022-03-31,국내전문인력,"디자인 투자 시 발전가능성이 높은 중소ㆍ중견기업을 대상으로 디자인 전문 인력 채용 연계 및 인건비 일부를 지원해 드리는 사업입니다.☞ 디자인인력에 대한 채용계획 및 의지가 높은 중소ㆍ중견 제조기업☞ 인건비 정부보조금 1,345,000원 ~ 2,880,000원 내 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,중견기업,2022,산업통상자원부,중소,디자인,인건비,전문인력,한국디자인진흥원,디자인전문인력,디자인혁신기업,우수디자인,글로벌생활명품,소비재선도기업",2022년 제조기업 디자인인력지원사업 기업ㆍ인력 모집 공고.pdf,"1,345,000원",모집종료
768,전라북도,자동차융합기술원,[전북] 2022년 위기근로자 고용촉진 기업성장 지원사업 참여기업 모집 공고,중소기업,인력,2022-03-14,2022-03-30,고용유지,"익산ㆍ김제ㆍ완주지역 내 자동차 및 전후방 연관산업, 농식품ㆍ바이오산업분야 기업의 위기근로자 고용촉진과 일자리 창출을 위해 위기근로자 채용 시 지원금, 컨설팅, 제품개발 등을 지원해 드리는 사업입니다.☞ 위기근로자 채용 예정인 자동차 및 전후방산업, 농식품ㆍ바이오산업분야 기업 ☞ 기업당 1,500만원 ~ 3,000만원 지원","기술,인력,경영,전북,자동차융합기술원,전라북도,2022,바이오,농식품,자동차",(공고문)위기근로자_고용촉진_기업성장_지원사업_참여기업_모집.hwp,"1,500만원",모집종료
769,인천광역시,인천테크노파크,[인천] 2022년 청년고용 우수기업 지원을 위한 근로환경 개선사업 참가기업 모집 공고,중소기업,인력,예산 소진시까지,-,작업환경개선,조기종료 자동처리,"인력,경영,인천,중소기업,제조업,2022,인천광역시,인천테크노파크,중견,작업환경개선",2022청년고용우수기업근로환경개선사업_공고문.pdf,"컨설팅, 인력 등 지원",모집종료
